Image,Title,Author,Rating,Description,Genres
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448673588i/2923.jpg,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.29,"Fueled by a passion for running dogs, Gary Paulsen entered the Iditarod--the eleven hundred and eighty mile sled-dog race through the Alaskan wilderness--in dangerous ignorance and with a fierce determination. For seventeen days, he and his team of dogs endured blinding wind, snowstorms, frostbite, dogfights, moose attacks, sleeplessness, hallucinations--and the relentless push to go on. Winterdance is the enthralling account of a stunning wilderness journey of discovery and transformation (Chicago Tribune), lived and told by the best author of man-against-nature adventures writing today (Publishers Weekly).","['Nonfiction', 'Memoir', 'Adventure', 'Animals', 'Sports', 'Dogs', 'Biography']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320563582i/147288.jpg,Losing My Faculties: A Teacher's Story,Brendan Halpin,3.83,"I am just one of those rare and probably defective people who really enjoy the company of teenagers.Brendan Halpin’s It Takes a Worried Man —a memoir of how he and his family dealt with his wife’s battle against breast cancer—was praised for its can-dor, raw humor, and riveting voice. Halpin now turns his unique talent to an unforgettable account of the pursuit of his true teaching.Losing My Faculties follows Halpin through teaching jobs in an economically depressed white ethnic town, a middle-class suburb, a last-chance truancy prevention program in the inner city, and an ambitious college-prep urban charter school. In the same cuttingly observant voice that marked It Takes a Worried Man , Halpin tells us what it really means to be a teacher—the ups and downs in the classroom, the battles with administrators and colleagues, and the joy of doing a job that matters. Not the tale of a hero who changes his troubled students’ lives in one year, Losing My Faculties is, rather, the story of an all-too-fallible teacher who persists in spite of the frustrations that have driven so many others from the profession. After nine years of teaching, Halpin ﬁnds his idealism in shreds but his sense of humor and love for his work blessedly intact.From the Hardcover edition.","['Education', 'Nonfiction', 'Teaching', 'Memoir', 'Biography', 'Teachers']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377538080i/18617.jpg,Princess Sultana's Circle,Jean Sasson,3.99,"With Princess Sultana's Circle, the extraordinary story of Princess Sultana continues. The forced marriage of Sultana's niece to a cruel and depraved older man, and Sultana's discovery of the harem of sex slaves kept by a royal cousin, makes this brave royal princess more determined than ever to fight the oppression of women in Saudi Arabia. Princess Sultana's cause is given an extra sense of urgency against the background of increased dissent against the Al Sa'uds, and the looming spectre of Islamic fundamentalism. But an extended family camping trip in the desert brings the luxury-loving Sultana and relatives closer to their nomadic roots, and gives her the strength to carry on the fight for women's rights in all Muslim countries.This book paints a horrifying reality for women of the desert kingdom. It is a haunting look at the danger of Saudi male dominance and the desperate lives of the women they rule.","['Nonfiction', 'Biography', 'Memoir', 'Islam', 'Biography Memoir', 'Womens', 'Feminism']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344265535i/711901.jpg,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.34,"On a clear night in late June 2005, four U.S. Navy SEALs left their base in northern Afghanistan for the mountainous Pakistani border. Their mission was to capture or kill a notorious al Qaeda leader known to be ensconced in a Taliban stronghold surrounded by a small but heavily armed force. Less then twenty-four hours later, only one of those Navy SEALs remained alive. This is the story of fire team leader Marcus Luttrell, the sole survivor of Operation Redwing, and the desperate battle in the mountains that led, ultimately, to the largest loss of life in Navy SEAL history. But it is also, more than anything, the story of his teammates, who fought ferociously beside him until he was the last one left-blasted unconscious by a rocket grenade, blown over a cliff, but still armed and still breathing. Over the next four days, badly injured and presumed dead, Luttrell fought off six al Qaeda assassins who were sent to finish him, then crawled for seven miles through the mountains before he was taken in by a Pashtun tribe, who risked everything to protect him from the encircling Taliban killers. A six-foot-five-inch Texan, Leading Petty Officer Luttrell takes us, blow-by-blow, through the brutal training of America's warrior elite and the relentless rites of passage required by the Navy SEALs. He transports us to a monstrous battle fought in the desolate peaks of Afghanistan, where the beleaguered American team plummeted headlong a thousand feet down a mountain as they fought back through flying shale and rocks. In this rich , moving chronicle of courage, honor, and patriotism, Marcus Luttrell delivers one of the most powerful narratives ever written about modern warfare-and a tribute to his teammates, who made the ultimate sacrifice for their country.","['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349002635i/9972179.jpg,We Bought a Zoo,Benjamin Mee,3.52,"Already a BBC documentary miniseries and excerpted in the Guardian, We Bought a Zoo is a profoundly moving portrait of an unforgettable family living in the most extraordinary circumstances. This touching memoir is now a major motion picture starring Scarlett Johansson and Matt Damon. When Benjamin Mee decided to uproot his family and move them to an unlikely new home--a dilapidated zoo in the English countryside where over two hundred exotic animals would be their new neighbors--his friends and colleagues thought he was crazy. But Mee's dream was to refurbish the zoo and run it as a family business. So in 2006, Mee, his wife and two children, his brother, and his seventy-six-year-old mother moved into the Dartmoor Wildlife Park. Their extended family now included: Solomon, an African lion and scourge of the local golf course; Zak, the rickety alpha wolf, a broadly benevolent dictator clinging to power; Ronnie, a Brazilian tapir, easily capable of killing a man but hopelessly soppy; and Sovereign, a jaguar and would-be ninja, who devised a long-term escape plan and implemented it. The grand reopening was scheduled for spring, but there was much work to be done and none of it easy for these novice zookeepers. Tigers broke loose, money was tight, the staff grew skeptical, and family tensions reached a boiling point. Then tragedy struck. Katherine Mee, Benjamin's wife, had a recurrence of a brain tumor, forcing Benjamin and his two young children to face the heartbreak of illness and the devastating loss of a wife and mother. Inspired by the memory of Katherine and the healing power of the incredible family of animals they had grown to love, Benjamin and his kids resolved to move forward. Today the zoo is a thriving success.","['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312044728i/695689.jpg,"Marie-Thérèse, Child of Terror: The Fate of Marie Antoinette's Daughter",Susan Nagel,3.97,"The first major biography of one of France's most mysterious women―Marie Antoinette's only child to survive the revolution.Susan Nagel, author of the critically acclaimed biography Mistress of the Elgin Marbles , turns her attention to the life of a remarkable woman who both defined and shaped an era, the tumultuous last days of the crumbling ancien régime . Nagel brings the formidable Marie-Thérèse to life, along with the age of revolution and the waning days of the aristocracy, in a page-turning biography that will appeal to fans of Antonia Fraser's Marie Antoinette and Amanda Foreman's Duchess of Devonshire .In December 1795, at midnight on her seventeenth birthday, Marie-Thérèse, the only surviving child of Marie Antoinette and Louis XVI, escaped from Paris's notorious Temple Prison. To this day many believe that the real Marie-Thérèse, traumatized following her family's brutal execution during the Reign of Terror, switched identities with an illegitimate half sister who was often mistaken for her twin. Was the real Marie-Thérèse spirited away to a remote castle to live her life as the woman called ""the Dark Countess,"" while an imposter played her role on the political stage of Europe? Now, two hundred years later, using handwriting samples, DNA testing, and an undiscovered cache of Bourbon family letters, Nagel finally solves this mystery. She tells the remarkable story in full and draws a vivid portrait of an astonishing woman who both defined and shaped an era. Marie-Thérèse's deliberate choice of husbands determined the map of nineteenth-century Europe. Even Napoleon was in awe and called her ""the only man in the family."" Nagel's gripping narrative captures the events of her fascinating life from her very public birth in front of the rowdy crowds and her precocious childhood to her hideous time in prison and her later reincarnation in the public eye as a saint, and, above all, her fierce loyalty to France throughout.","['History', 'Biography', 'Nonfiction', 'France', 'Historical', 'French Revolution', 'European History']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958054i/11237410.jpg,The Gifted Ones,Lisa Vaughn,4.04,"Lisa was conservatively raised in a Catholic family in no-where middle America, where excitement is scarce and dreams are for sleeping. Little did she know, at age thirteen, she would suddenly find herself on a totally different path. Through an unlikely chance meeting of a fellow classmate, she's surprisingly mesmerized, almost consumed, to befriend a girl who is obviously from the other side of the tracks...the cool side. Lisa does whatever she has to just to be accepted into this small club of coolness. Little did she realize, she was signing up for a lot more than social status. The two best friends find themselves innocently taking their relationship to a foreign level neither had experienced or saw coming. A rollercoaster ride littered with choices and challenges Lisa never fathomed facing, especially in no-where middle America. She will find out what she is made of as she faces the consequences and struggles that come along with going against the grain. Throughout their six year relationship, you will witness a touching story of human nature at it's best...and at it's worst. Showing just how far the human spirit can be challenged and pushed to a point where your “fight or flight” instincts naturally kick in. Struggling just to survive in a world where you are not like everyone else, but at the same time you really are. The daily struggles- both internal and external- are exhausting, yet necessary in their quest for one simple human need....love. Finally breaking through all constraints that hold them back, reaching levels of one-ness that few actually obtain in a lifetime with their partner...only to find once they've reached that special place, it's not quite the right fit...for one of them, at least. This contemporary story, told by the teen that lived it, will lead the reader through highs and lows, giving insight to the every day challenges of the socially unaccepted, which will no doubt leave them rooting for the underdog. A true story of human resilience and the power of love...plain and simple. *Please be advised, this memoir is real, honest, and raw. If you're looking for your typical 'sterilized' read, I'm not your girl - but if you're looking for a read that is written from the heart, certain to impact you on a human level, follow me! Have I got a story for you!","['Lesbian Romance', 'Memoir', 'Nonfiction']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166674151i/15597.jpg,Monique and the Mango Rains: Two Years With a Midwife in Mali,Kris Holloway,4.17,"What is it like to live and work in a remote corner of the world and befriend a courageous midwife who breaks traditional roles?Monique and the Mango Rains: Two Years with a Mali Midwife is the inspiring story of Monique Dembele, an accidental midwife who became a legend, and Kris Holloway, the young Peace Corps volunteer who became her closest confidante. In a small village in Mali, West Africa, Monique saved lives and dispensed hope every day in a place where childbirth is a life-and-death matter and where many children are buried before they cut a tooth. Kris worked side-by-side with her as they cared for each other through sickness and tragedy and shared their innermost secrets and hopes. Monique's life was representative of many women in one of the world's poorest nations, yet she faced her challenges in extraordinary ways. Despite her fiercely traditional society and her limited education she fought for her beliefs birth control, the end of female genital mutilation, the right to receive a salary, and the right to educate her daughters. And she struggled to be with the man she loved.Her story is one of tragedy joy, rebellion, and of an ancient culture in the midst of change. It is an uplifting tribute to indomitable spirits everywhere. Monique and the Mango Rains is a fascinating voyage to an unforgettable place, a voyage spent close to the ground, immersed in village life, learning first-hand the rhythms of this world. From witnessing her first village birth to the night of Monique's own tragic death, Kris draws on her first-person experiences in Mali, her graduate studies in maternal and child health, medical and clinic records, letters and journals, as well as conversations with Monique, her family, friends and colleagues, to gives readers a unique view and a friend in West Africa.","['Nonfiction', 'Africa', 'Memoir', 'Biography', 'Travel', 'Biography Memoir', 'Mali']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437483494i/46190.jpg,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.87,"In this stunning memoir, Rob Sheffield, a veteran rock and pop culture critic and staff writer for Rolling Stone magazine, tells the story of his musical coming of age, and how rock music, the first love of his life, led him to his second, a girl named Renee. Rob and Renee's life together - they wed after graduate school, both became music journalists, and were married only five years when Renee died suddenly on Mother's Day, 1997 - is shared through the window of the mix tapes they obsessively compiled. There are mixes to court each other, mixes for road trips, mixes for doing the dishes, mixes for sleeping - and, eventually, mixes to mourn Rob's greatest loss. The tunes were among the great musical output of the early 1990s - Pearl Jam, Nirvana, Pavement, Yo La Tengo, REM, Weezer - as well as classics by The Rolling Stones, The Beatles, Aretha Franklin and more. Mixing the skilful, tragic punch of Dave Eggers and the romantic honesty of Nick Hornby, LOVE IS A MIX TAPE is a story of lost love and the kick-you-in-the-gut energy of great pop music.","['Music', 'Nonfiction', 'Memoir', 'Biography', 'Romance', 'Biography Memoir', 'Autobiography']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437442875i/6952423.jpg,I Am Ozzy,Ozzy Osbourne,4.09,I Am Ozzy,"['Music', 'Biography', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography Memoir', 'Musicians']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925052i/16121.jpg,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,4.17,"John D. Rockefeller, Sr.--history's first billionaire and the patriarch of America's most famous dynasty--is an icon whose true nature has eluded three generations of historians. Now Ron Chernow, the National Book Award-winning biographer of the Morgan and Warburg banking families, gives us a history of the mogul ""etched with uncommon objectivity and literary grace . . . as detailed, balanced, and psychologically insightful a portrait of the tycoon as we may ever have"" (Kirkus Reviews). Titan is the first full-length biography based on unrestricted access to Rockefeller's exceptionally rich trove of papers. A landmark publication full of startling revelations, the book will indelibly alter our image of this most enigmatic capitalist.        Born the son of a flamboyant, bigamous snake-oil salesman and a pious, straitlaced mother, Rockefeller rose from rustic origins to become the world's richest man by creating America's most powerful and feared monopoly, Standard Oil. Branded ""the Octopus"" by legions of muckrakers, the trust refined and marketed nearly 90 percent of the oil produced in America.        Rockefeller was likely the most controversial businessman in our nation's history. Critics charged that his empire was built on unscrupulous tactics: grand-scale collusion with the railroads, predatory pricing, industrial espionage, and wholesale bribery of political officials. The titan spent more than thirty years dodging investigations until Teddy Roosevelt and his trustbusters embarked on a marathon crusade to bring Standard Oil to bay.        While providing abundant new evidence of Rockefeller's misdeeds, Chernow discards the stereotype of the cold-blooded monster to sketch an unforgettably human portrait of a quirky, eccentric original. A devout Baptist and temperance advocate, Rockefeller gave money more generously--his chosen philanthropies included the Rockefeller Foundation, the University of Chicago, and what is today Rockefeller University--than anyone before him. Titan presents a finely nuanced portrait of a fascinating, complex man, synthesizing his public and private lives and disclosing numerous family scandals, tragedies, and misfortunes that have never before come to light.        John D. Rockefeller's story captures a pivotal moment in American history, documenting the dramatic post-Civil War shift from small business to the rise of giant corporations that irrevocably transformed the nation. With cameos by Joseph Pulitzer, William Randolph Hearst, Jay Gould, William Vanderbilt, Ida Tarbell, Andrew Carnegie, Carl Jung, J. Pierpont Morgan, William James, Henry Clay Frick, Mark Twain, and Will Rogers, Titan turns Rockefeller's life into a vivid tapestry of American society in the late nineteenth and early twentieth centuries. It is Ron Chernow's signal triumph that he narrates this monumental saga with all the sweep, drama, and insight that this giant subject deserves.From the Hardcover edition.","['Biography', 'History', 'Nonfiction', 'Business', 'American History', 'Biography Memoir', 'Audiobook']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689721499i/353325.jpg,The Motion of Light in Water: Sex and Science Fiction Writing in the East Village,Samuel R. Delany,4.32,"Born in New York City's black ghetto Harlem at the start of World War II, Samuel R. Delany married white poet Marilyn Hacker right out of high school. The interracial couple moved into the city's new bohemian quarter, the Lower East Side, in summer 1961. Through the decade's opening years, new art, new sexual practices, new music, and new political awareness burgeoned among the crowded streets and cheap railroad apartments. Beautifully, vividly, insightfully, Delany calls up this era of exploration and adventure as he details his development as a black gay writer in an open marriage, with tertiary walk-ons by Bob Dylan, Stokely Carmichael, W. H. Auden, and James Baldwin, and a panoply of brilliantly drawn secondary characters.Winner of the 1989 Hugo Award for Non-fictionSamuel R. Delany is the author of numerous science fiction books including Dhalgren, other fiction including The Mad Man, as well as the best-selling nonfiction study Times Square Red, Times Square Blue. He lives in New York City and teaches at Temple University. The Lambda Book Report chose Delany as one of the fifty most significant men and women of the past hundred years to change our concept of gayness, and he is a recipient of the William Whitehead Memorial Award for a lifetime's contribution to lesbian and gay literature.","['Memoir', 'Nonfiction', 'Biography', 'Queer', 'LGBT', 'Gay', 'Writing']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429313277i/27574.jpg,A Tale of Love and Darkness,Amos Oz,4.23,"Tragic, comic, and utterly honest, A Tale of Love and Darkness is at once a family saga and a magical self-portrait of a writer who witnessed the birth of a nation and lived through its turbulent history.It is the story of a boy growing up in the war-torn Jerusalem of the forties and fifties, in a small apartment crowded with books in twelve languages and relatives speaking nearly as many. The story of an adolescent whose life has been changed forever by his mother's suicide when he was twelve years old. The story of a man who leaves the constraints of his family and its community of dreamers, scholars, and failed businessmen to join a kibbutz, change his name, marry, have children. The story of a writer who becomes an active participant in the political life of his nation.(back cover)","['Nonfiction', 'Israel', 'Memoir', 'Biography', 'Jewish', 'History', 'Literature']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436535375i/24738291.jpg,Custer's Trials: A Life on the Frontier of a New America,T.J. Stiles,4.16,"From the Pulitzer Prize and National Book Award winner, a brilliant new biography of Gen. George Armstrong Custer that radically changes our view of the man and his turbulent times.In this magisterial biography, T. J. Stiles paints a portrait of Custer both deeply personal and sweeping in scope, proving how much of Custer’s legacy has been ignored. He demolishes Custer’s historical caricature, revealing a volatile, contradictory, intense person—capable yet insecure, intelligent yet bigoted, passionate yet self-destructive, a romantic individualist at odds with the institution of the military (he was court-martialed twice in six years). The key to understanding Custer, Stiles writes, is keeping in mind that he lived on a frontier in time. In the Civil War, the West, and many areas overlooked in previous biographies, Custer helped to create modern America, but he could never adapt to it. He freed countless slaves yet rejected new civil rights laws. He proved his heroism but missed the dark reality of war for so many others. A talented combat leader, he struggled as a manager in the West. He tried to make a fortune on Wall Street yet never connected with the new corporate economy. Native Americans fascinated him, but he could not see them as fully human. A popular writer, he remained apart from Ambrose Bierce, Mark Twain, and other rising intellectuals. During Custer’s lifetime, Americans saw their world remade. His admirers saw him as the embodiment of the nation’s gallant youth, of all that they were losing; his detractors despised him for resisting a more complex and promising future. Intimate, dramatic, and provocative, this biography captures the larger story of the changing nation in Custer’s tumultuous marriage to his highly educated wife, Libbie; their complicated relationship with Eliza Brown, the forceful black woman who ran their household; as well as his battles and expeditions. It casts surprising new light on a near-mythic American figure, a man both widely known and little understood.","['History', 'Biography', 'Nonfiction', 'American History', 'Civil War', 'War', 'Westerns']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348904987i/401625.jpg,A Fractured Mind: My Life with Multiple Personality Disorder,Robert B. Oxnam,3.86,"Robert Oxnam was a high-profile, successful man: A renowned scholar and president of the Asia Society, he appeared frequently on television and traveled the world as a sought-after expert. But what the millions of people who'd seen him didn't know--what even those closest to him didn't know--was that Oxnam suffered from multiple personality disorder. It was only after an intervention staged by family and friends, in response to frequent blackouts and episodic rages assumed to be alcohol-driven, that he sought treatment with Dr. Jeffery Smith; the first of his eleven personalities emerged in a session in 1990. After years of treatment, he has integrated them into three: Robert, Wanda, and Bobby, who take turns narrating this remarkable, unprecedented chronicle.","['Psychology', 'Nonfiction', 'Memoir', 'Mental Health', 'Biography', 'Mental Illness', 'Autobiography']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406507722i/9640038.jpg,Unplanned: The Dramatic True Story of a Former Planned Parenthood Leader's Eye-Opening Journey across the Life Line,Abby Johnson,4.31,"Retailers Choice Award winner, 2012Abby Johnson quit her job in October 2009. That simple act became a national news story because Abby was the director of a Planned Parenthood clinic in Texas who, after participating in her first actual abortion procedure, walked across the road to join the Coalition for Life. ""Unplanned"" is a heartstopping personal drama of life-and-death encounters, a courtroom battle, and spiritual transformation that speaks hope and compassion into the political controversy that surrounds this issue. Telling Abby’s story from both sides of the abortion clinic property line, this book is a must-read for anyone who cares about the life versus rights debate and helping women who face crisis pregnancies.","['Nonfiction', 'Biography', 'Christian', 'Memoir', 'Autobiography', 'Religion', 'Politics']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328043773i/290112.jpg,Lady Sings the Blues,Billie Holiday,4.04,"With photosOriginally released by Doubleday in 1956, Harlem Moon Classics celebrates the publication with the fiftieth-anniversary edition of Billie Holiday’s unforgettable and timeless memoir. Updated with an insightful introduction and a revised discography, both written by celebrated music writer David Ritz.Lady Sings the Blues is the fiercely honest, no-holds-barred autobiography of Billie Holiday, the legendary jazz, swing, and standards singing sensation. Taking the reader on a fast-moving journey from Holiday’s rough-and-tumble Baltimore childhood (where she ran errands at a whorehouse in exchange for the chance to listen to Louis Armstrong and Bessie Smith albums), to her emergence on Harlem’s club scene, to sold-out performances with the Count Basie Orchestra and with Artie Shaw and his band, this revelatory memoir is notable for its trenchant observations on the racism that darkened Billie’s life and the heroin addiction that ended it too soon. We are with her during the mesmerizing debut of “Strange Fruit”; with her as she rubs shoulders with the biggest movie stars and musicians of the day (Bob Hope, Lana Turner, Clark Gable, Benny Goodman, Lester Young, Coleman Hawkins, and more); and with her through the scrapes with Jim Crow, spats with Sarah Vaughan, ignominious jailings, and tragic decline. All of this is told in Holiday’s tart, streetwise style and hip patois that makes it read as if it were written yesterday.","['Music', 'Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Jazz', 'History']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433639489i/2265.jpg,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,3.71,"It is such an all-American story. A lanky kid from Plano, Texas, is raised by a feisty, single parent who sacrifices for her son, who becomes one of our country's greatest athletes. Given that background, it is understandable why Armstrong was able to channel his boundless energy toward athletic endeavors. By his senior year in high school, he was already a professional triathlete and was training with the U.S. Olympic cycling developmental team. In 1993, Armstrong secured a position in the ranks of world-class cyclists by winning the World Championship and a Tour de France stage, but in 1996, he was diagnosed with testicular cancer. Armstrong entered an unknown battlefield and challenged it as if climbing through the Alps: aggressive yet tactical. He beat the cancer and proceeded to stun all the pundits by winning the 1999 Tour de France. In this memoir, Armstrong covers his early years swiftly with a blunt matter-of-factness, but the main focus is on his battle with cancer. Readers will respond to the inspirational recovery story, and they will appreciate the behind-the-scenes cycling information. After he won the Tour, his mother was quoted as saying that her son's whole life has been a fight against the odds; we see here that she was not exaggerating. Brenda Barrera","['Nonfiction', 'Sports', 'Memoir', 'Cycling', 'Autobiography', 'Biography', 'Biography Memoir']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1573822660i/39218350.jpg,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie Land,3.85,"At 28, Stephanie Land’s plans of breaking free from the roots of her hometown in the Pacific Northwest to chase her dreams of attending a university and becoming a writer, were cut short when a summer fling turned into an unexpected pregnancy. She turned to housekeeping to make ends meet, and with a tenacious grip on her dream to provide her daughter the very best life possible, Stephanie worked days and took classes online to earn a college degree, and began to write relentlessly. Maid explores the underbelly of upper-middle class America and the reality of what it’s like to be in service to them. “I’d become a nameless ghost,” Stephanie writes about her relationship with her clients, many of whom do not know her from any other cleaner, but who she learns plenty about. As she begins to discover more about her clients’ lives-their sadness and love, too-she begins to find hope in her own path. Her writing as a journalist gives voice to the ""servant"" worker, and those pursuing the American Dream from below the poverty line. Maid is Stephanie’s story, but it’s not her alone..An alternate cover edition of ISBN 9780316505116 can be found here.","['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Biography Memoir', 'Adult', 'Poverty']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407707232i/1016875.jpg,Hitler: A Study in Tyranny,Alan Bullock,4.13,"The classic biography of Hitler that remains, years after its publication, one of the most authoritative and readable accounts of his life. Here in an abridged edition.","['History', 'Biography', 'Nonfiction', 'World War II', 'Germany', 'War', 'Politics']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403167452i/688826.jpg,The Life of Samuel Johnson,James Boswell,3.79,"Poet, lexicographer, critic, moralist and Great Cham, Dr. Johnson had in his friend Boswell the ideal biographer.Notoriously and self-confessedly intemperate, Boswell shared with Johnson a huge appetite for life and threw equal energy into recording its every aspect in minute but telling detail. This irrepressible Scotsman was 'always studying human nature and making experiments', and the marvelously vivacious Journals he wrote daily furnished him with first-rate material when he came to write his biography.The result is a masterpiece that brims over with wit, anecdote and originality. Hailed by Macaulay as the best biography ever written and by Carlyle as a book 'beyond any other product of the eighteenth century', The Life of Samuel Johnson today continues to enjoy its status as a classic of the language.This shortened version is based on the 1799 edition, the last in which the author had a hand.","['Biography', 'Classics', 'History', 'Nonfiction', '18th Century', 'Literature', 'Biography Memoir']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332528768i/13153931.jpg,Full Body Burden: Growing Up in the Nuclear Shadow of Rocky Flats,Kristen Iversen,4.05,"Full Body Burden is a haunting work of narrative nonfiction about a young woman, Kristen Iversen, growing up in a small Colorado town close to Rocky Flats, a secret nuclear weapons plant once designated ""the most contaminated site in America."" It's the story of a childhood and adolescence in the shadow of the Cold War, in a landscape at once startlingly beautiful and—unknown to those who lived there—tainted with invisible yet deadly particles of plutonium.It's also a book about the destructive power of secrets—both family and government. Her father's hidden liquor bottles, the strange cancers in children in the neighborhood, the truth about what was made at Rocky Flats (cleaning supplies, her mother guessed)—best not to inquire too deeply into any of it.But as Iversen grew older, she began to ask questions. She learned about the infamous 1969 Mother's Day fire, in which a few scraps of plutonium spontaneously ignited and—despite the desperate efforts of firefighters—came perilously close to a ""criticality,"" the deadly blue flash that signals a nuclear chain reaction. Intense heat and radiation almost melted the roof, which nearly resulted in an explosion that would have had devastating consequences for the entire Denver metro area. Yet the only mention of the fire was on page 28 of the Rocky Mountain News, underneath a photo of the Pet of the Week. In her early thirties, Iversen even worked at Rocky Flats for a time, typing up memos in which accidents were always called ""incidents.""And as this memoir unfolds, it reveals itself as a brilliant work of investigative journalism—a detailed and shocking account of the government's sustained attempt to conceal the effects of the toxic and radioactive waste released by Rocky Flats, and of local residents' vain attempts to seek justice in court. Here, too, are vivid portraits of former Rocky Flats workers—from the healthy, who regard their work at the plant with pride and patriotism, to the ill or dying, who battle for compensation for cancers they got on the job.Based on extensive interviews, FBI and EPA documents, and class-action testimony, this taut, beautifully written book promises to have a very long half-life.","['Nonfiction', 'Memoir', 'History', 'Science', 'Biography', 'Politics', 'Environment']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441977652i/105609.jpg,Forever Liesl,Charmian Carr,4.04,"The magic of The Sound of Music lives on in the minds and hearts of everyone it has touched. Now, Charmian Carr , who in 1965 captivated moviegoers as Liesl ""Sixteen Going on Seventeen"" von Trapp, tells what it was like to be a part of the film that has become a cultural phenomenon. It's all from how she got the role (and why she almost didn't) to romances on the set and wild nights in Salzburg; from the near-disaster during the gazebo dance to her relationships--then and now--with her six celluloid siblings. Charmian offers stories from fans and friends and a treasury of photographs. And she reveals why she left acting, what she learned when she met the real von Trapp children; and how The Sound of Music has helped her get through stormy times in her own life. Forever Liesl celebrates the spirit of the movie and what it stands family love, romance, inspiration, nostalgia, and the joy and power of music.","['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Music', 'Media Tie In', 'Adult']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327984731i/18846.jpg,Virginia Woolf,Hermione Lee,4,"While Virginia Woolf--one of our century's most brilliant and mercurial writers--has had no shortage of biographers, none has seemed as naturally suited to the task as Hermione Lee. Subscribing to Virginia Woolf's own belief in the fluidity and elusiveness of identity, Lee comes at her subject from a multitude of perspectives, producing a richly layered portrait of the writer and the woman that leaves all of her complexities and contradictions intact.  Such issues as sexual abuse, mental illness, and suicide are brought into balance with the immensity of her literary achievement, her heroic commitment to her work, her generosity and wit,  and her sanity and strength. It is not often that biography offers the satisfactions of great fiction--but this is clearly what Hermione Lee has achieved. Accessible, intelligent, and deeply pleasurable to read, her Virginia Woolf will undoubtedly take its place as the standard biography for years to come.","['Biography', 'Nonfiction', 'Biography Memoir', 'History', 'Feminism', 'Literature', 'Womens']"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436560736i/1022866.jpg,Run Baby Run,Nicky Cruz,4.23,"This is the thrilling story of Nicky Cruz's desperate battle against drugs, alcoholism, and a violent environment, as he searched for a better way of life on the streets of New York City.","['Christian', 'Biography', 'Nonfiction', 'Memoir', 'Christianity', 'Religion', 'Autobiography']"
