id,title,description,author,publication,isbn,pages,image
20,Je pense trop,"Qui pourrait penser qu'être intelligent puisse faire souffrir et rendre malheureux ? Pourtant, je reçois souvent en consultation des gens qui se plaignent de trop penser. Ils disent que leur mental ne leur laisse aucun répit, même la nuit. Ils en ont marre de ces doutes, de ces questions, de cette conscience aiguë des choses, de leurs sens trop développés auxquels n'échappe aucun détail. Ils voudraient débrancher leur esprit, mais ils souffrent surtout de se sentir différents, incompris et blessés par le monde d'aujourd'hui. Ils concluent souvent par : « Je ne suis pas de cette planète ! » Ce livre propose des cours de mécanique et de pilotage de ces cerveaux surefficients.",Christel Petitcollin,22 Nov. 2010,9782813201966,252,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIwMTk2Ni82MmQxNjdlMjRmZWVjOTU3YTc4YzM0ZTExMDZmZWI4NjVhY2ZkZTgwLmpwZWc=/62d167e24feec957a78c34e1106feb865acfde80-250-375.jpeg?v=1&w=250&h=375&resize=fit
21,101 essais qui vont changer votre façon de penser,"Pourquoi aimez-vous les gens incapables de vous aimer ? Quels comportements inconscients vous font souffrir ? Comment devenir la personne que vous avez envie et besoin d'être ?
Vos pensées créent la réalité, et une idée peut changer le cours de votre vie. Avec la sensibilité d'une poétesse, Brianna Wiest explore, dans ces 101 textes, les barrières mentales qui vous empêchent d'évoluer émotionnellement.En abordant des thèmes aussi variés que les relations personnelles ou la quête de sens, ce recueil de réflexions éclairantes et percutantes vous ouvrira les yeux sur vous-même et sur votre rapport au monde. Découvrez, entre autres :
les 10 questions à vous poser si vous hésitez sur la direction à donner à votre vie ;
les 50 pensées libératrices qui bouleverseront votre quotidien ;
les 16 raisons qui expliquent que vous n'ayez pas trouvé l'amour auquel vous aspirez ;
les 10 choses que les personnes émotionnellement intelligentes ne font pas ;
les 102 astuces pour ne plus laisser vos pensées irrationnelles vous gâcher la vie.
Vous êtes le premier obstacle à votre bonheur. Changez votre façon de penser pour libérer votre potentiel de transformation !",Brianna Wiest,23 mars 2023,9782702926192,389,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkyNjE5Mi8wZmM1ZjZhYzNiN2UzYjM4M2Y0YzNmMGE0MWJkNDg1OTg1NDliYzU2LmpwZWc=/0fc5f6ac3b7e3b383f4c3f0a41bd48598549bc56-250-375.jpeg?v=1&w=250&h=375&resize=fit
22,Cohérence cardiaque 3.6.5,"Cohérence cardiaque 3.6.5, la méthode antistress la + simple du monde
Révélée par le Dr David Servan-Schreiber, la cohérence cardiaque est une pratique thérapeutique reconnue par la science et conseillée par les médecins. Cette pratique, gratuite comme l'air et inspirante, est basée sur une respiration rythmée.Ce livre vous apprend à l'intégrer à votre quotidien pour qu'elle vous délivre tous ses bienfaits.
3.6.5 c'est... 3 fois par jour, 6 respirations par minute pendant 5 minutes
Les bénéfices de la cohérence cardiaque :
Gestion du stress, de l'anxiété et de leurs conséquences
Meilleur sommeil
Diminution des fringales, perte des kilos émotionnels
Mise à distance des émotions négatives
Diminution du risque cardio-vasculaire
Amélioration de l'apprentissage
Aide à la prise de décision

3.6.5 c'est tout ce qu'il y a à savoir pour faire de la cohérence cardiaque une alliée santé au quotidien !",David O'Hare,28 Oct. 2019,9782365493833,106,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2NTQ5MzgzMy8yNjM4OWFkZDZkMDA0OWQxZTA4YWYzOTE5MmVlYTA5MTkyMDYyY2MxLmpwZWc=/26389add6d0049d1e08af39192eea09192062cc1-250-375.jpeg?v=1&w=250&h=375&resize=fit
23,Le 5e accord toltèque,"Le 5e Accord Toltèque

La voie de la maîtrise de soi

« Comment allez-vous changer le monde ? En changeant votre monde. Le changement commence par vous. » Don Miguel RuizLe succès des Quatre Accords toltèques, best-seller mondial, ne fait que grandir, Mais quoi de plus naturel quand on sait qu'il est en mesure de transformer votre vie en pulvénsant les milliers d'accords restrictifs que vous avez conclus avec vous-même, autrui et la vie elle-même ?
Il est temps maintenant de vous faire un autre cadeau : le Cinquième Accord toltèque.
Bien que composé de mots, sa signification et son intention dépassent largement sa formulation. Avec ce dernier accord, il s'agit de vous offrir le pouvoir du doute afin de voir toute votre réalité avec les yeux de la vérité, sans mots. Vous cheminerez alors vers l'acceptation complète de vous- même, tel que vous êtes, et l'acceptation totale des autres, tels qu'ils sont. Avec pour récompense votre bonheur éternel.",Miguel Ruiz,18 août 2020,9782889533732,215,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTUzMzczMi8zNjExNmNjOTdhNjE4MDA4ODBiNDcyZThmYjAyYzE5ZDc2ZDhhOGEwLmpwZWc=/36116cc97a61800880b472e8fb02c19d76d8a8a0-250-375.jpeg?v=1&w=250&h=375&resize=fit
24,Je réinvente ma vie,"Avez-vous parfois l'impression que vos proches ne vous aiment pas suffisamment ou ne vous comprennent pas autant que vous le souhaiteriez? Éprouvez-vous un sentiment d'imperfection? Croyez-vous que l'on ne pourrait pas vous accepter tel que vous êtes si l'on vous connaissait vraiment? Si vous vous reconnaissez dans ces questions, c'est que vous êtes sous l'emprise d'un schéma qui vous entraîne à adopter des conduites d'échec. Ce schéma, qui trouve son origine dans votre enfance, influence toute votre vie. Dans cet ouvrage, les auteurs font appel aux ressources innovatrices de la thérapie cognitive dans le but de vous aider à identifier et à modifier vos pensées, vos sentiments et vos comportements inefficaces. Ils décrivent onze schémas fondamentaux, élaborent pour chacun un «test diagnostique» et proposent des méthodes progressives pour vous aider à surmonter vos anciennes blessures et vos croyances nocives. Grâce aux précieux outils présentés dans ce livre, vous obtiendrez des résultats inspirants et vous apprendrez à mieux vous connaître.",Jeffrey E. Young,15 Nov. 2018,9782761950756,368,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTk1MDc1Ni81NTAwZGNmOThjNTk2MTUwNThkMzlhNGVhMDk1YTZlNGVmMzc3ZDgwLmpwZWc=/5500dcf98c59615058d39a4ea095a6e4ef377d80-250-375.jpeg?v=1&w=250&h=375&resize=fit
25,Ces femmes qui pensent trop,"Vous restez éveillée une partie de la nuit en repassant en boucle votre journée ? Vous avez du mal à vous concentrer car les pensées négatives vous envahissent ? Vous avez le sentiment de ne pas pouvoir contrôler votre esprit ?Vous êtes certainement une overthinker, une personne qui ressasse pendant des heures des pensées, des expériences et des sentiments négatifs. Ces prises de tête sont souvent sources de tristesse, de colère, d'anxiété et de dépression.
Sortez de la boucle infernale et retrouvez sérénité et joie de vivre !",Susan Nolen-Hoeksema,17 avr. 2018,9791028510305,285,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAyODUxMDMwNS8xYTMyYjdjNTQ3OGIxODdmNDg3YzRlZjI4NDMyOTRhMTI2ODNlNTFjLmpwZWc=/1a32b7c5478b187f487c4ef2843294a12683e51c-250-375.jpeg?v=1&w=250&h=375&resize=fit
26,"Dis-moi où tu as mal, je te dirai pourquoi - édition 2022","« Pour la médecine orientale, la maladie témoigne d'un obstacle à la réalisation du Chemin de Vie. La conscience exprime ainsi par des troubles énergétiques générateurs de maladie les entraves à son plein épanouissement. Il paraît donc logique de comprendre les mécanismes psychoénergétiques qui sous-tendent la maladie afin de retrouver l'état de santé.

À ce titre, ce livre représente un parfait manuel pratique à l'usage de tous ceux qui cherchent les clés afin de décoder le langage du corps. À sa lecture, peut-être apprendrons-nous alors à ne plus voir la maladie comme le fait du hasard ou de la fatalité, mais comme un message de notre conscience, de notre être intérieur. Peut-être serons-nous capables de découvrir derrière telle souffrance une maladie « créatrice », un moyen de progression dans notre évolution. »

Docteur Thierry Médynski
Dis-moi où tu as mal, je te dirai pourquoi
Notre corps parle. Encore faut-il savoir l'entendre.Allergies, anorexie, boulimie, cancer, excès de poids, fièvre, inflammations, kystes, lumbago, maux de gorge, d'oreille, de nez, d'yeux, migraine, nodules, sciatique, spasmophilie, tumeurs, vertiges... sont le signe qu'à l'intérieur de nous des tensions plus profondes cherchent à s'exprimer.Ouvrez ce livre, et vous saurez pourquoi.",Michel Odoul,5 janv. 2022,9782226470935,269,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIyNjQ3MDkzNS9hMzdmZGY1MmQ0ZTJmMTBmY2UwMWIzZjI4ZDBkMTFiNWFkNDMxMzk0LmpwZWc=/a37fdf52d4e2f10fce01b3f28d0d11b5ad431394-250-375.jpeg?v=1&w=250&h=375&resize=fit
27,Les 21 clés de reprogrammation,"Déprogrammez toute énergie à basse vibration et passez au niveau supérieur d'évolution personnelle !
Grâce aux 21 clés éprouvées et approuvées par des milliers de personnes sur la chaîne YouTube que Sandrine Muller anime, vous allez pouvoir déprogrammer vos anciennes croyances, déconstruire votre propension à la dépendance affective et à l'autosabotage, afin de reprogrammer votre être vers la souveraineté.Ce guide vous aidera à déterminer les facteurs qui causent la maladie physique ou émotionnelle pour enfin vous autoriser à passer à autre chose.Vous êtes sur le point de découvrir 21 étapes canalisées par l'auteure, qui constituent un protocole complet de reprogrammation.Chaque rituel est accompagné d'un soin énergétique en audio accessible via QR code. Chaque mot, chaque prière, chaque visualisation va déclencher un changement mental, émotionnel, physique ou au niveau de l'âme.

8 heures de soins énergétiques, rituels et prières audio incluses pour devenir acteur de votre guérison !",Sandrine Muller-Bohard,7 juin 2023,9782017212058,287,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzIxMjA1OC9kYmU4NjY5ZTA2NDY4NmYyMmYyMDY2NGQ0NDIzODBkMzczZjI5NjJhLmpwZWc=/dbe8669e064686f22f20664d442380d373f2962a-250-375.jpeg?v=1&w=250&h=375&resize=fit
28,La technique des petits bonhommes allumettes,"Cette technique intéressante, simple et efficace a été créée par Jacques Martel en 1993. Elle me permet de me libérer de mes dépendances, de mes peurs et de mes attachements conscients ou inconscients. Celle-ci me permet d'avoir plus de détachement envers une personne ou une situation et de développer davantage d'amour inconditionnel. Il en résulte un plus grand bien-être au quotidien. Le secret de cette technique est qu'elle agit autant sur le conscient que sur le subconscient. Elle devient ainsi un puissant outil de transformation. Son utilisation régulière me permet d'activer des changements positifs dans ma vie. Plusieurs personnes ont témoigné de la grande efficacité de cette technique. Ce livre répond aux questionnements face à cette technique et explique comment l'utiliser, pourquoi elle fonctionne si bien et les nombreuses applications dans différentes situations, par exemple dans la vente ou l'achat de biens, l'amélioration de mes relations avec des conjoints, ex-conjoints, famille, comment attirer l'âme soeur ou l'abondance, etc. Tout cela et bien plus!",Robert Lenghan,6 janv. 2016,9782923364698,186,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjkyMzM2NDY5OC9kY2YwMjAxMjc1MmVjZjk5NTMxMWZlYWNkY2EwM2M2YTQyMTFkMGU1LmpwZWc=/dcf02012752ecf995311feacdca03c6a4211d0e5-250-375.jpeg?v=1&w=250&h=375&resize=fit
29,Libérez votre cerveau !,"Vous êtes plus intelligent que vous ne le pensez ! C'est ce qu'Idriss Aberkane va vous démontrer grâce à une nouvelle science : la « neuroergonomie ». Vous allez découvrir comment utiliser au mieux votre cerveau à l'école, au travail et dans tous les domaines de votre existence. Ceux qui pensent plus vite, qui se concentrent plus longtemps ou qui ont une mémoire phénoménale n'ont pas un cerveau plus développé que le vôtre. Ils s'en servent juste de façon différente.Pour penser mieux, éduquer mieux, vivre mieux, pas besoin d'être un génie : il suffit d'utiliser les formidables ressources que la nature a mises sous notre crâne. Nous en sommes tous capables.",Idriss J. Aberkane,4 janv. 2018,9782266278577,358,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI2NjI3ODU3Ny8zNmNlYWJhODUxMmJhNTJjNTQyNTFkNDM4NDU3MDhkYWI5NGRhZWM2LmpwZWc=/36ceaba8512ba52c54251d43845708dab94daec6-250-375.jpeg?v=1&w=250&h=375&resize=fit
31,"Cessez d'être gentil, soyez vrai ! - 20ème anniversaire","Nous sommes souvent plus habiles à dire leurs quatre vérités aux autres qu'à leur exprimer simplement ce qui se passe en nous. Afin d'acheter la reconnaissance, l'intégration ou un confort apparent, nous avons appris très jeunes à porter un masque qui dissimule ce que nous éprouvons. Cette façon de faire nous coupe toutefois de nous-mêmes et, tôt ou tard, de l'autre. Ainsi s'amorce le cycle d'une violence silencieuse mais dévastatrice, la non-écoute de soi menant avec le temps à la non-écoute des autres et le non-respect de soi, au non-respect de l'autre.Cessez d'être gentil, soyez vrai! est le seau d'eau fraîche qui nous aide à émerger d'une somnolente inconscience. Ayant lui-même contribué à faire connaître la Communication NonViolente dans de nombreux milieux, où elle est aujourd'hui solidement implantée, Thomas d'Ansembourg montre avec clarté comment la tendance à s'ignorer ou à méconnaître ses propres besoins conduit à se faire violence et à reporter sur d'autres cette violence, transformant un phénomène individuel en un véritable enjeu de santé publique.Des milliers de lecteurs l'affirment: ce livre, plein de bienveillance et d'humanité, est un outil majeur de connaissance de soi qui permet de changer significativement la relation à soi et aux autres, et de rendre les conflits féconds. On y trouve une invitation souriante à désamorcer la mécanique de la violence là où elle s'enclenche toujours: dans la conscience et le coeur de chacun.",Thomas D'Ansembourg,8 Oct. 2020,9782761955171,296,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTk1NTE3MS85ZTRmZWY3MTQzYTQ0ZjBhMGQ3ZmVmMzgyYzZlOGEyZTlmZDhmNTExLmpwZWc=/9e4fef7143a44f0a0d7fef382c6e8a2e9fd8f511-250-375.jpeg?v=1&w=250&h=375&resize=fit
33,Les quatre accords toltèques,"Les quatre accords toltèques

La voie de la liberté personnelle
Castaneda a fait découvrir au grand public les enseignements des chamans mexicains qui ont pour origine la tradition toltèque, gardienne des connaissances de Quetzalcóatl, le serpent à plumes. Dans ce livre, don Miguel Ruiz révèle la source des croyances limitantes qui nous privent de joie et créent des souffrances inutiles. Il montre en des termes très simples comment on peut se libérer du conditionnement collectif - le « rêve de la planète », basé sur la peur - afin de retrouver la dimension d'amour inconditionnel qui est à notre origine et constitue le fondement des enseignements toltèques.
Les Quatre Accords proposent un puissant code de conduite capable de transformer rapidement notre vie en une expérience de liberté, de vrai bonheur et d'amour. Le monde fascinant de la Connaissance véritable et incarnée est enfin à la portée de chacun.",Miguel Ruiz,9 déc. 2022,9782889537310,117,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTUzNzMxMC9hMzMwZjQ3ZWQwMTMxZDkyZmI5ZjY1YjE1Y2UzYWFmNTA1NzI1ODBkLmpwZWc=/a330f47ed0131d92fb9f65b15ce3aaf50572580d-250-375.jpeg?v=1&w=250&h=375&resize=fit
34,"Moi, j'y crois - Mes anges, mes guides, mes prémonitions","Moi, j'y crois

« Vous est-il déjà arrivé de faire un rêve puis de le voir s'accomplir dans la réalité ?De constater que les prédictions d'une voyante se sont réalisées ?D'avoir des intuitions troublantes ?De vous tourner vers la médiumnité, l'astrologie ou la numérologie, et d'y trouver des éclaircissements ?D'entrer en relation avec des êtres chers disparus ?D'avoir la sensation que, malgré le danger qui se présente, vous allez vous en tirer, car votre heure n'est pas encore arrivée ?De penser que la mort n'est pas une fin ?
Moi, tout cela m'est arrivé ! »
Pour la première fois, Nathalie Marquay-Pernaut se livre à coeur ouvert sur la relation très forte qui la lie à ses âmes, à ses anges gardiens et à ses guides. Une relation qui l'aide à passer les épreuves de la vie jour après jour, et qui participe ainsi au bonheur.Pour nous aider à y croire, nous aussi.",Nathalie Marquay-Pernaut,16 sept. 2021,9782813225344,204,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIyNTM0NC81ZTQ4YjdiODFiZTlhMDIzMGUwZmJjZmIwMWUyMTNlYzdiNTJlMzQ1LmpwZWc=/5e48b7b81be9a0230e0fbcfb01e213ec7b52e345-250-375.jpeg?v=1&w=250&h=375&resize=fit
35,Mon cerveau est hyper - Haut potentiel et Hypersensibilité,"Vous êtes fatigué de ne pas pouvoir vous empêcher de penser à tout et en toutes circonstances. Vous êtes anxieux et en permanence assailli d'émotions dont le contrôle capte toute votre énergie. Vous êtes à bout et craignez le burnout.
En un mot : vous sentez bien que vous ne fonctionnez pas comme les autres...Peut-être avez-vous un cerveau Hyper, dans son volet intellectuel (haut potentiel) ou hypersensible !C'est déjà bien de le savoir, mais après : que faire ?
Ce livre est le guide qui répondra à vos questions :

pour comprendre ce qui se passe dans votre cerveau et pourquoi vous êtes spécial ;
pour mettre en place des moyens d'action concrets.
Des outils à utiliser quand ça ne va pas, pour calmer votre tête et réguler votre corps, des méthodes pour reprogrammer vos comportements et gérer le stress, des techniques pour modérer vos émotions et vous reconnecter à vos besoins, etc.",Cathy Assenheim,20 Oct. 2020,9782807330306,191,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwNzMzMDMwNi8wOTlkZTc1YTQxN2VkMjMyNWU5ODE2MDMwNjZjNjIyOTQ2MzNlOGRjLmpwZWc=/099de75a417ed2325e981603066c62294633e8dc-250-375.jpeg?v=1&w=250&h=375&resize=fit
42,Guérir son enfant intérieur,"Guérir son enfant intérieur

Tout être humain abrite en lui, telle une poupée russe, deux Moi, l'un adulte, l'autre enfantin.
Le premier, soumis au principe de réalité, est capable de se comporter, au travail ou en amour, de façon lucide. Le second, en revanche, faute de réflexion et de recul, emporté par une émotionalité débordante, oscille entre dramatisation anxieuse et excitation euphorique.
C'est en réalité l'enfant intérieur qui guide les pas de l'adulte. Véritable ange gardien lorsque l'enfance a été heureuse et sécurisée, il risque d'être persécuteur, plaçant l'adulte dans un contexte d'échec ou de dépendance affective, s'il a été victime de maltraitances ou a dû assister, impuissant, à la souffrance de ses parents.Moussa Nabati nous montre à travers de nombreux témoignages que ce n'est jamais vraiment l'adulte qui souffre mais l'enfant en lui. Dès lors, pour se libérer du passé et trouver son équilibre, il faut rechercher son enfant intérieur, l'écouter et faire la paix avec lui pour le guérir.",Moussa Nabati,9 sept. 2009,9782253085058,412,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzA4NTA1OC8zZWU1NjVmODE1OTRjNDRjYTgyZDIzMGVhODk1MmU2YWY3YmVjZGNlLmpwZWc=/3ee565f81594c44ca82d230ea8952e6af7becdce-250-375.jpeg?v=1&w=250&h=375&resize=fit
36,Numérologie,"Vous vous posez des questions, telles que :

Mon être profond est-il en phase avec mes actions, mon métier, ma vie privée ?


Mes aspirations sont-elles satisfaites ?


Mes talents sont-ils bien utilisés, compris, acceptés ?


Pourquoi est-ce que je bute toujours sur les mêmes obstacles ?

Vous avez essayé de comprendre, d'analyser, de traiter votre situation par tous les moyens possibles ; vous vous êtes fait aider ; vous en avez parlé autour de vous... Mais vous êtes-vous intéressé à la numérologie et aux réponses techniques, précises, objectives, qu'elles pouvait vous apporter ? Aviez-vous conscience que les nombres et les lettres qui vous définissent guidaient votre vie quotidienne ?Si vous êtes ouvert à l'expérience de la numérologie, ce livre est fait pour vous ! Il sera désormais votre compagnon de route. Utilisez-le comme un outil de découverte de soi, de compréhension des émotions qui vous guident et vous aidera à vous recentrer sur l'essentiel. La méthodologie proposée dans cet ouvrage va vous y aider concrètement.L'association de la réflexion de Didier Durandy à la maîtrise de l'outil de la numérologie de Lydie Castells a contribué à la création de ce livre unique, accessible, permettant de construire facilement son arbre de vie.",Lydie Castells,23 Nov. 2017,9782212567441,310,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMjU2NzQ0MS9lOGNiYjdmNTlmNjIyNmY2MDIwYTY2YWFmMTgwMDliNDY0ZTdkODU0LmpwZWc=/e8cbb7f59f6226f6020a66aaf18009b464e7d854-250-375.jpeg?v=1&w=250&h=375&resize=fit
